desert,15
foxes,3
beings,11
128,1
wait,4
flowers,92
creature,10
creatures,17
129,1
scenes,9
romantic,4
tones,3
130,1
lily,9
foulest,1
human,50
131,1
born,18
likes,4
meals,4
milk,6
132,1
beauties,7
133,1
shadows,44
134,1
sight,23
marvelous,2
oceans,15
135,1
holding,4
butterflies,16
door,54
136,1
anacreontic,1
corruptions,3
level,5
137,1
heaven,99
motiveso,1
unseen,13
threats,1
ba,1
138,1
twill,3
transpose,1
bad,32
139,1
blah,1
tara,2
core,5
140,1
origin,3
ordaining,1
omen,1
141,1
destruction,2
boundless,7
fathomless,1
142,1
nob,2
cries,23
flow,10
touches,6
witch,4
143,1
glean,1
angel,42
alive,18
form,18
lines,53
144,1
spots,6
unknown,14
dragons,3
145,1
anaphora,3
schemes,2
146,1
daydreaming,2
happy,52
joy,45
147,1
december,10
good,104
148,1
distances,1
births,3
attempt,2
149,1
earth,75
shepherd,10
self,18
150,1
151,1
gods,74
pursuit,2
152,1
allpowerful,1
allmighty,1
greatest,4
153,1
poets,21
illwell,1
familynorm,1
154,1
creation,7
155,1
spirit,25
heavens,41
gorgeous,5
girl,69
156,1
found,13
lions,4
prey,3
serpents,1
157,1
walks,16
aim,3
supporters,1
158,1
slowly,2
short,18
159,1
lights,27
simile,1
shouldbes,1
160,1
poetry,32
dramatic,2
clam,2
161,1
discovers,1
toggle,1
image,13
162,1
karay,1
ars,4
poems,37
trail,7
163,1
monarch,1
cocoons,1
downstairs,2
bathroom,1
164,1
ardent,1
wreath,3
165,1
startling,1
birds,94
air,77
166,1
year,42
shoes,20
certain,17
desire,26
dust,19
167,1
snatch,2
pythagoras,2
sidestreet,1
hammers,1
168,1
translucent,2
celestial,2
169,1
greet,6
bells,19
170,1
finishing,1
171,1
ii,10
dark,134
room,54
172,1
aye,5
power,42
emotions,16
173,1
selfdiscipline,1
naked,17
shoulder,3
174,1
doors,27
worlds,25
age,30
175,1
wood,15
entwine,2
branches,21
176,1
nice,15
art,29
177,1
hain,1
today,49
axis,3
178,1
voy,1
los,4
la,4
pecho,1
espigas,1
179,1
divine,12
truelove,3
fine,20
180,1
licks,3
sunrise,6
lovers,27
body,51
181,1
pinned,2
plantations,2
cry,21
conifers,1
182,1
glass,66
saintly,1
sparrow,2
183,1
hearts,67
early,7
184,1
waves,74
exhausted,1
zinnias,1
horizon,9
185,1
rejoiced,1
daffoldils,1
contentment,2
186,1
ass,5
soul,70
indifferent,5
wave,7
187,1
morning,67
skies,43
cometh,2
188,1
murphys,1
patchouli,1
189,1
almond,2
trappings,1
smooth,13
kernel,1
190,1
stillness,13
sunbeams,2
rife,1
morn,18
191,1
sung,4
marks,8
192,1
pure,17
birth,13
leaves,92
193,1
shifting,1
outcrops,1
whoknowswhereabouts,1
194,1
open,52
gates,15
barbet,1
195,1
mornings,15
coyotes,1
196,1
realm,5
curtains,11
symbolic,2
197,1
rain,82
priceless,3
198,1
chuffing,1
glasses,6
sounds,22
199,1
vines,9
throats,2
tin,3
200,1
melodious,3
lament,2
201,1
east,13
202,1
alit,1
gay,9
echo,10
203,1
hark,7
springs,14
204,1
merton,1
205,1
tears,94
opaque,1
206,1
misinterpreted,1
dawns,4
hotter,1
coffee,3
207,1
starts,10
piece,10
lots,18
208,1
songbirds,1
tune,11
sand,24
209,1
tufts,2
betides,1
countrysides,1
210,1
white,101
rays,20
211,1
flower,38
212,1
big,43
russet,1
213,1
urging,1
buyers,1
bills,5
214,1
tiny,25
seeds,13
weed,7
215,1
kisses,14
fragile,7
216,1
searching,1
cowards,6
start,12
217,1
speckled,1
colours,18
eye,49
218,1
went,5
twas,11
tree,59
woods,33
219,1
gift,21
precious,23
220,1
lion,6
cp,1
figures,8
crossroads,3
221,1
jog,2
alas,29
dog,25
horses,17
222,1
trench,1
chest,5
silent,27
warriors,2
people,92
223,1
possessive,1
224,1
astute,1
observation,2
pianists,1
225,1
pianist,1
codices,1
226,1
bien,1
pierrot,2
dit,1
227,1
drew,1
books,16
stocks,1
askew,2
228,1
yo,2
cellist,1
229,1
beans,7
rice,2
washed,2
230,1
refuses,3
june,25
page,16
tendrils,3
231,1
chemistry,1
digital,1
coronary,1
blood,41
232,1
233,1
poemsi,1
medals,1
passion,28
wants,11
taski,1
234,1
exists,6
al,6
bodies,27
unit,1
235,1
consume,1
microbes,2
minerals,1
cycle,3
236,1
wits,8
person,36
237,1
yahuahs,1
misconception,1
238,1
sculped,1
celestials,1
239,1
horse,15
240,1
sperm,1
ovum,1
shed,5
posture,3
241,1
building,3
242,1
music,47
feels,12
243,1
wykeshia,1
anonymous,6
real,25
members,4
244,1
blows,12
positive,6
245,1
catharsis,1
syncretistic,1
synthesis,1
246,1
creator,6
volcanos,1
tired,17
head,43
247,1
operations,1
report,2
scandals,1
248,1
logy,1
plant,5
bodys,6
249,1
tom,6
normal,5
cat,12
250,1
contacts,1
course,11
251,1
kad,1
pojurila,1
nije,1
progutala,1
252,1
autrement,1
les,1
ne,2
mais,2
253,1
alyssa,1
caring,4
awful,9
254,1
hill,21
hands,135
255,1
bio,1
cinquain,2
256,1
situation,5
history,14
257,1
unicellular,1
force,15
forces,6
258,1
virus,4
meat,5
morphine,1
259,1
sparks,7
260,1
warm,33
bed,49
261,1
sent,5
regulations,2
stomach,4
lungs,7
262,1
compose,1
friends,68
century,9
263,1
syllables,22
iambic,1
pentameter,2
264,1
months,13
laces,2
265,1
drips,2
266,1
awakens,2
anon,2
church,8
chimes,5
267,1
prose,5
critics,1
purple,17
268,1
different,28
scene,11
269,1
rational,1
270,1
right,34
opinions,4
outside,5
271,1
grace,16
billah,1
graceful,1
work,31
272,1
sufferings,2
union,1
273,1
bay,3
blank,9
vast,18
274,1
names,22
275,1
baby,37
correct,2
procession,4
276,1
stays,3
like,132
checks,2
277,1
came,9
sirens,5
riff,1
278,1
earn,1
wells,4
end,63
279,1
king,23
sin,9
280,1
celebration,5
souls,23
281,1
whatchu,2
whistle,1
282,1
story,29
283,1
sleeps,8
bean,2
steppin,1
284,1
heard,7
miles,22
beat,7
285,1
surveys,2
shall,18
hope,57
egos,2
286,1
fires,15
west,15
typhoons,1
287,1
eti,1
miti,1
circle,8
288,1
dance,37
happiest,4
289,1
disorder,1
290,1
pass,27
generations,3
291,1
car,29
mounts,2
need,15
292,1
293,1
got,7
294,1
going,11
singers,5
concert,1
295,1
city,49
elevators,1
kiss,77
snap,1
296,1
listen,6
cent,1
edges,13
297,1
fled,3
ideas,14
writers,6
pen,8
298,1
rolypoly,1
prince,3
armored,1
crawly,1
glow,17
299,1
duty,6
responsibility,2
difference,1
300,1
attack,4
common,9
ground,35
301,1
bird,43
swallows,7
road,40
302,1
manures,1
oerpowers,1
hooved,1
crowd,8
303,1
silo,1
piles,7
lad,4
304,1
personifications,1
tallest,3
forests,5
tresses,2
305,1
flees,1
flush,4
lightning,9
bugs,4
306,1
farm,4
process,3
cowshed,1
307,1
goats,4
cows,7
food,28
308,1
fumes,3
eternity,15
309,1
spirits,7
weak,5
chaps,1
310,1
sage,4
balances,2
bucolic,1
311,1
freedom,29
sensations,2
moral,3
values,3
312,1
teachers,7
saction,1
knowledges,1
storing,1
313,1
artists,1
balance,3
laws,11
314,1
store,7
banks,10
justices,1
315,1
surprised,2
pastor,1
style,3
rose,34
316,1
builds,2
rhythm,5
ladies,9
317,1
stupifying,1
entertaining,1
imagination,6
318,1
versifications,1
ancient,18
tales,8
stone,31
319,1
wicked,7
elf,1
honey,9
320,1
courts,2
protocol,1
outcome,1
sports,2
321,1
undefined,1
wisdom,9
322,1
tied,2
323,1
majors,1
days,182
324,1
serenity,3
strident,2
triumphs,2
325,1
rustle,2
spring,64
326,1
delivering,1
seasons,16
mixtures,1
silence,33
327,1
alert,2
hapless,2
lanes,3
ravines,1
328,1
cacophony,4
childrens,4
poetic,5
voice,44
329,1
tide,27
vexatious,1
daft,1
330,1
broken,19
whispers,19
embrace,8
331,1
everlasting,2
peace,45
332,1
chorus,7
333,1
colon,1
334,1
shattered,4
massacres,1
spell,7
cacophonies,2
335,1
river,48
constant,16
336,1
ripples,6
flutter,3
337,1
utters,1
crows,6
thither,1
338,1
pink,20
cheeks,8
illusion,3
339,1
canzone,1
340,1
lo,9
hours,54
sleep,44
341,1
fallacious,1
burning,2
342,1
boards,6
343,1
mock,3
rivers,14
sides,14
laurelleaf,1
344,1
tight,13
kite,4
345,1
come,40
crime,8
followers,2
346,1
freeze,1
oars,2
pod,2
brodericks,1
347,1
women,32
morrow,4
grandmas,1
348,1
hede,1
ys,2
349,1
350,1
task,5
351,1
summer,79
listless,2
bees,19
sunbird,1
352,1
christmas,46
countryside,1
wilds,1
353,1
stare,9
suns,13
blink,2
joys,15
354,1
odds,3
355,1
makeles,1
falleth,1
grass,87
flour,2
356,1
find,6
ohlos,1
granito,1
almas,1
357,1
watching,1
gold,22
clothes,23
358,1
carroll,1
lear,2
limerick,2
359,1
allots,1
drops,19
360,1
hear,13
361,1
stands,22
stand,14
realms,5
362,1
decades,7
363,1
sear,1
364,1
365,1
wake,8
goghs,1
cherry,5
366,1
pray,5
367,1
christian,7
368,1
christ,16
george,6
loveliness,7
mys,1
369,1
gifts,14
370,1
scuds,1
lightsome,1
tramp,1
lark,5
371,1
advice,4
372,1
ploy,2
sojourn,1
373,1
remember,15
374,1
carpediems,1
375,1
cascades,1
fantasy,2
paper,9
palms,9
376,1
quakes,1
377,1
crystalline,2
forms,15
378,1
remains,7
past,47
379,1
flight,11
380,1
cascade,5
ruthless,3
381,1
tonight,17
organs,3
instance,2
382,1
safe,11
nature,55
383,1
questions,23
spaces,8
384,1
figure,7
candyfloss,1
lattices,1
385,1
sings,15
omitting,1
current,4
pounds,6
386,1
tongue,9
complete,5
brain,23
387,1
lovely,32
weather,20
388,1
clod,2
whirls,2
389,1
390,1
eighths,1
mealy,1
stem,7
391,1
crowns,5
ashimmer,1
torrents,3
392,1
mountains,32
vibrant,2
magenta,1
393,1
says,28
plants,7
394,1
flowless,1
pond,5
395,1
whisper,6
dimensions,4
396,1
carter,1
397,1
rock,19
reflections,5
cold,68
jet,5
398,1
sweetheart,3
399,1
manage,1
prayers,14
duties,2
400,1
catena,3
fruit,11
401,1
rondo,2
fit,6
society,12
402,1
enemies,2
armoured,2
cars,19
roar,6
403,1
gets,11
narrate,1
pleasures,11
404,1
undo,1
405,1
corruption,3
doctors,5
406,1
watches,3
rod,1
407,1
let,21
408,1
tidings,6
409,1
mans,18
410,1
butterfly,28
lingers,4
soft,38
feet,45
411,1
distant,15
412,1
michael,3
jazz,2
413,1
face,90
delights,2
ways,62
414,1
surges,1
godly,1
glance,4
415,1
solitary,5
knot,8
toss,8
416,1
waterside,1
daffodils,5
strong,26
417,1
418,1
obvious,6
live,12
419,1
orchids,3
fragrance,5
fruity,1
420,1
elizabeth,3
barrett,1
sheer,3
421,1
week,5
422,1
emily,2
dickinson,1
lewd,1
423,1
deviance,1
424,1
saw,26
living,21
voices,26
425,1
ending,6
dale,3
426,1
victorious,3
meetings,1
mouth,33
427,1
office,2
heads,18
shakes,4
country,30
428,1
429,1
long,78
whore,4
430,1
depths,17
affection,6
431,1
substance,5
mere,10
432,1
433,1
selfless,1
gaze,6
434,1
machine,6
kinds,4
insects,6
lawn,11
435,1
deceit,3
436,1
high,47
efforts,2
weavers,2
437,1
roulette,2
reports,6
futile,3
enemy,9
438,1
companion,3
439,1
440,1
blake,3
impoverished,1
441,1
soldiers,13
boys,30
care,13
442,1
randall,1
jarrell,1
steel,3
443,1
bishop,3
swishing,1
fling,3
roa,1
444,1
dream,65
abundant,3
445,1
446,1
robert,4
frost,7
nearby,3
snow,36
447,1
oscars,1
tux,1
dress,22
448,1
guy,7
butler,2
master,8
449,1
warmth,9
450,1
thee,11
present,21
451,1
unjust,1
452,1
eternal,12
home,37
453,1
war,31
bolts,2
projectile,1
454,1
alfred,1
455,1
hold,13
antisemites,1
nation,4
innocents,1
456,1
peaches,2
longing,3
457,1
ship,7
ropes,4
458,1
steps,28
wildcat,1
459,1
thought,46
harp,4
460,1
awake,15
moments,24
absence,8
brings,15
461,1
doves,6
pretty,18
462,1
blessing,4
blissful,2
potential,3
463,1
boundaries,3
464,1
signs,6
presence,9
465,1
edward,2
thomas,8
panther,3
466,1
archibald,1
macleish,1
hot,18
manmade,1
467,1
leafless,1
468,1
breath,29
crazy,18
mystery,8
469,1
table,13
470,1
makes,32
dispute,3
471,1
touch,30
hidden,8
472,1
act,8
untamed,1
473,1
depth,6
millimetres,1
shoe,1
474,1
breaks,14
confession,3
475,1
aconitum,1
napellus,1
476,1
scale,4
shows,8
477,1
478,1
evaporates,1
particle,3
479,1
death,77
unexpected,2
480,1
possible,9
481,1
482,1
glad,15
noise,12
483,1
virtue,12
vice,2
opposite,4
484,1
pleasure,13
485,1
bead,2
needle,2
486,1
cursed,5
labefaction,1
487,1
images,17
488,1
free,58
mortal,7
ego,1
489,1
contribution,1
drinking,4
490,1
heavy,26
491,1
devils,7
492,1
points,8
warns,2
493,1
dear,52
poisonous,2
494,1
feel,12
discovery,2
awareness,3
495,1
reaps,2
grapes,7
wrath,3
496,1
photographs,5
crops,4
497,1
murmur,6
regrets,3
memories,44
498,1
pumpkins,1
healthy,5
chestnuts,2
499,1
suppose,2
pants,3
500,1
opens,11
street,29
501,1
avenues,4
perfumes,2
pa,2
502,1
horizons,4
magic,17
awe,2
503,1
behavior,2
504,1
reply,2
echoes,6
unspoken,2
505,1
curl,1
506,1
bliss,20
lamps,7
507,1
pictures,13
508,1
solid,5
sturdy,1
509,1
autumn,16
landscape,8
510,1
evenings,6
windswept,1
blackberries,3
511,1
512,1
secret,19
success,37
energies,1
channel,2
513,1
caterpillar,1
relentless,5
514,1
sealed,2
saga,1
fates,7
515,1
516,1
entire,3
517,1
dawn,30
darkness,82
518,1
cheetah,1
519,1
africa,7
nesting,2
knobthorn,1
520,1
committed,3
relationship,1
521,1
fruits,4
plastic,4
522,1
pouring,3
hard,33
523,1
rainbows,9
lands,11
rights,10
524,1
525,1
camouflage,1
bear,9
526,1
gushes,1
527,1
twinkly,1
528,1
blooming,3
bright,41
529,1
school,20
530,1
loves,41
folks,18
531,1
performance,2
spectators,3
straw,5
532,1
said,15
charles,4
perlice,1
faults,4
533,1
che,1
guevara,1
534,1
gershy,1
gershon,1
version,1
535,1
edmund,3
clerihew,4
536,1
middle,8
537,1
witty,2
wilfredo,1
boy,38
538,1
whimsical,1
539,1
540,1
bunyans,1
intemperate,1
agress,1
541,1
zinghis,1
khan,1
overrated,1
542,1
giles,1
wiles,4
543,1
john,8
stuart,2
mighty,9
effort,8
544,1
lonsdale,1
stronger,8
545,1
martin,3
luther,2
case,17
546,1
looks,28
girls,23
547,1
sir,11
navy,1
548,1
playwright,1
mreugene,1
grand,8
549,1
prime,2
minster,1
gown,7
byebye,1
550,1
taking,2
551,1
michaelangelo,1
sistine,1
552,1
attila,1
tatler,1
delighted,1
editor,1
553,1
macaulay,1
brougham,1
554,1
lordships,1
bribes,2
555,1
muse,11
556,1
daysky,1
highest,3
buyer,1
557,1
touching,1
558,1
anchors,2
stretch,6
vacuum,2
559,1
sat,7
evangels,1
560,1
devilish,1
symphonies,1
sympathy,8
561,1
pigeon,2
black,63
missives,2
furnace,1
562,1
blessed,3
563,1
vessels,1
564,1
pebbles,8
565,1
child,63
forebears,1
thicker,2
mist,13
spider,4
566,1
watch,9
greatness,3
567,1
satans,1
breed,2
568,1
conceit,4
containers,1
569,1
kills,2
command,6
thou,91
coils,1
570,1
explicit,1
unconsciousness,1
adulation,2
li,2
571,1
selfish,4
concepts,1
572,1
height,2
planets,6
infinite,6
voiceless,3
573,1
showing,1
cheat,2
574,1
ushered,1
ear,6
575,1
razia,1
brown,19
flickering,2
576,1
prometheus,4
humane,2
shape,8
differ,1
577,1
strengthen,1
578,1
kes,1
chal,1
579,1
couplet,16
vietnamese,1
580,1
wise,9
occurrence,2
581,1
superstitions,1
zeal,2
582,1
ghosts,13
stories,16
583,1
loveless,3
584,1
pour,3
socrates,2
soulmates,1
opinion,2
585,1
talking,1
edwards,1
traits,1
wife,16
586,1
whispering,4
587,1
climax,1
588,1
589,1
heroic,7
590,1
591,1
hypocrite,1
592,1
share,5
mom,11
593,1
total,7
family,40
594,1
blankets,4
595,1
falls,20
596,1
fall,18
597,1
equity,2
598,1
gauges,1
599,1
protector,2
familiar,7
600,1
proper,5
601,1
602,1
february,6
magnificent,2
book,28
603,1
doings,3
604,1
number,5
healer,2
605,1
angels,38
dreadful,3
wrongs,6
fact,13
606,1
coupletin,1
607,1
mankind,5
608,1
oppressors,3
609,1
global,1
village,4
610,1
silver,20
sandals,1
611,1
skittish,1
bones,33
toes,12
612,1
snippier,1
shears,2
centipede,1
613,1
freshens,1
cloud,21
farmer,4
614,1
diamonds,5
meadow,12
615,1
clues,2
gum,1
coiffeur,1
616,1
pigeonhole,1
hang,3
617,1
dactyl,6
618,1
monosyllables,1
619,1
ignorant,3
620,1
recognized,1
adonis,2
court,5
rhythms,5
621,1
mediterranean,3
mesopotamia,2
civiliza,1
622,1
mad,7
623,1
envious,3
624,1
625,1
626,1
627,1
christmastime,1
cheer,1
628,1
portals,2
629,1
pepper,2
630,1
tomorrow,10
631,1
632,1
worth,21
633,1
hoots,1
634,1
stumble,1
reckless,1
635,1
dirge,3
mists,4
harsh,2
636,1
upright,5
set,17
goals,3
637,1
cuckoos,1
muster,3
638,1
friendless,3
fieldmouse,1
639,1
wild,43
knells,1
storm,20
640,1
robinredbreast,1
fieldm,1
641,1
landmarks,1
bond,5
642,1
dikes,1
643,1
profane,1
stimulus,2
devil,5
644,1
645,1
strums,1
tortured,3
mute,5
646,1
fingers,48
grains,7
647,1
sways,2
race,16
648,1
triumphed,1
nelsons,1
ball,10
649,1
bring,4
vapours,1
650,1
chastened,1
651,1
652,1
bosom,7
footsteps,8
seal,2
653,1
brisbane,1
army,3
blind,19
654,1
deadmans,1
dingledong,1
fair,41
limbs,16
worm,2
655,1
bottomless,1
656,1
cypres,1
shroud,3
657,1
exotic,3
658,1
grew,6
waterways,1
sundials,1
659,1
calm,8
tall,30
source,5
660,1
close,21
connection,3
661,1
coming,11
seed,9
662,1
daughters,7
663,1
ease,6
eyelashes,3
eastern,3
664,1
cuts,12
angered,1
reward,2
665,1
scots,3
sons,14
666,1
quietness,2
fleeting,5
sou,1
667,1
galahs,1
avians,1
668,1
affects,5
cast,4
guest,3
669,1
pipe,3
windings,1
tunes,12
maze,5
670,1
magical,4
feets,1
671,1
ruddy,2
672,1
watered,1
vain,10
673,1
goodbyes,3
674,1
physics,3
belief,5
675,1
dizain,2
line,25
676,1
letting,1
677,1
drowning,3
flutters,5
grasp,1
678,1
woven,3
parts,11
679,1
unscathed,2
fears,19
680,1
cynthia,1
681,1
sages,2
682,1
erupts,2
683,1
tis,32
684,1
intro,1
microscopic,1
germs,2
685,1
sos,3
cooking,3
sis,1
686,1
umbilical,2
cords,1
687,1
doer,1
wonderous,1
deeds,13
bath,2
688,1
doggerela,1
joe,4
peach,4
beach,37
689,1
composition,1
steady,7
690,1
combinations,1
dink,1
plays,10
691,1
sharks,1
magicianeh,1
692,1
bench,2
thinks,5
sieve,2
693,1
screen,11
lasses,1
reaches,4
694,1
pablo,2
picasso,1
superior,2
minister,1
695,1
bellowing,1
zebras,1
cloth,4
pills,8
696,1
doggerel,2
loony,1
rhymeandrhythm,1
thes,1
697,1
monsterland,1
favorite,13
quick,14
peek,1
698,1
dotty,3
699,1
season,17
700,1
fly,13
bands,5
shorts,3
section,2
701,1
look,29
thepotters,1
beers,2
702,1
crawford,1
crocodileon,1
general,8
concencus,1
t,14
703,1
progress,5
wonder,13
704,1
truths,3
705,1
distort,1
desecrates,1
demonstration,1
denominators,1
706,1
anattempt,1
squid,2
shark,2
707,1
cards,4
708,1
heres,8
709,1
robinson,1
crusoe,2
dry,14
710,1
takingzero,1
alberta,1
lowest,1
peak,4
711,1
miller,1
mitch,1
itch,2
712,1
fathers,18
dire,3
outrage,1
713,1
actions,10
714,1
sausage,1
legs,27
715,1
raining,1
stuffs,1
716,1
aimed,1
focus,6
717,1
jewelers,1
plane,2
718,1
pigs,5
719,1
japanese,6
lexus,1
card,9
720,1
jeans,2
mission,1
721,1
mary,11
oliver,1
722,1
protests,1
growl,1
723,1
corgi,1
daughter,13
extant,1
724,1
showed,2
pawns,1
dent,1
chess,3
725,1
monologue,1
features,6
726,1
fallen,4
leaf,16
727,1
echoi,1
echomight,1
strange,33
heave,1
728,1
nightingale,6
729,1
lets,35
730,1
queue,1
prophylaxis,1
dozen,1
731,1
flowery,6
gregarious,1
housewife,2
rhyme,9
732,1
die,9
sheep,6
733,1
zilch,1
sahara,1
734,1
lick,1
735,1
slits,1
madarasa,1
736,1
737,1
aware,5
joyful,5
738,1
monstrous,2
pit,5
sense,19
739,1
blueness,3
740,1
pensive,1
oranges,1
741,1
yellow,22
pinky,1
throbs,4
742,1
writes,3
author,4
743,1
europe,5
mystic,4
744,1
backfall,1
745,1
jane,4
don,1
746,1
recedes,1
fought,2
painless,1
747,1
worked,2
conclave,1
748,1
window,39
749,1
rests,3
plymouth,1
gardens,13
750,1
cur,1
winds,56
751,1
wit,5
deathless,2
752,1
childs,8
753,1
greek,8
moschus,1
beloved,15
754,1
755,1
lean,6
greyhounds,1
756,1
doomsayer,1
viewers,1
epic,3
757,1
lies,62
american,4
peers,7
758,1
slipped,1
highheeled,1
item,1
759,1
endless,22
pair,23
760,1
listens,2
krishna,2
embodiment,1
songs,20
761,1
metre,1
762,1
kunti,1
pandavas,1
characters,6
763,1
spite,2
competition,3
posi,1
764,1
unpredictability,1
enormous,7
endeavours,1
765,1
progeny,1
baseless,1
fater,1
766,1
konkani,1
adjoining,1
elegane,1
resort,2
767,1
died,7
canadas,1
churchbells,1
flag,4
768,1
chapters,1
toenails,2
769,1
duffys,1
waist,3
stones,26
770,1
omg,1
game,16
771,1
772,1
effulgence,2
interesting,2
773,1
pegasus,1
774,1
drunk,8
cups,6
775,1
places,24
iyengar,1
scholar,2
776,1
appreciated,1
finds,8
777,1
works,8
maticulous,1
attention,5
778,1
779,1
780,1
seat,5
781,1
gave,8
role,3
782,1
acclaims,1
debated,1
texts,3
783,1
published,1
homage,1
784,1
bettered,1
service,7
785,1
doubtless,1
786,1
